dataset,animal_id,variant,endpoint,full_minus_ablated
Allen VBN,567286,A3,Five-Missing Worst,0.004020482569898842
Allen VBN,567286,A3,J30-5,0.010955359892452776
Allen VBN,567286,A3,SW-U30,0.00620864454533987
Allen VBN,567286,A3,T5,0.007981703118692063
Allen VBN,567286,A3,U30,0.008407379949229354
Allen VBN,567286,A4,B5,-0.006690760863666156
Allen VBN,567286,A4,CLEAN,0.0
Allen VBN,567286,A4,Five-Missing Mean,0.0026686645565410227
Allen VBN,567286,A4,Five-Missing Worst,0.007834736576418866
Allen VBN,567286,A4,J30-5,0.0147696138989728
Allen VBN,567286,A4,SW-U30,0.0005494505494505475
Allen VBN,567286,A4,T5,0.0012305488997219616
Allen VBN,567286,A4,U30,0.003484470298225961
Allen VBN,567286,A5,B5,0.002773168664237935
Allen VBN,567286,A5,CLEAN,0.0
Allen VBN,567286,A5,Five-Missing Mean,0.008154674629026859
Allen VBN,567286,A5,Five-Missing Worst,0.024640522678318177
Allen VBN,567286,A5,J30-5,0.03157540000087211
Allen VBN,567286,A5,SW-U30,0.0005494505494505475
Allen VBN,567286,A5,T5,0.0017384119639759499
Allen VBN,567286,A5,U30,0.004136941966597973
Allen VBN,567286,A7,B5,0.006068744680436833
Allen VBN,567286,A7,CLEAN,0.002991387040925164
Allen VBN,567286,A7,Five-Missing Mean,0.0038064388799379234
Allen VBN,567286,A7,Five-Missing Worst,0.006068744680436833
Allen VBN,567286,A7,J30-5,0.004329176533756196
Allen VBN,567286,A7,SW-U30,0.0007921337785632421
Allen VBN,567286,A7,T5,0.0043154689002817825
Allen VBN,567286,A7,U30,0.0035266705066514525
Allen VBN,570301,A1,B5,0.01809689761733002
Allen VBN,570301,A1,CLEAN,0.0034792069485222177
Allen VBN,570301,A1,Five-Missing Mean,0.01247237655440514
Allen VBN,570301,A1,Five-Missing Worst,0.01809689761733002
Allen VBN,570301,A1,J30-5,0.026388521059431014
Allen VBN,570301,A1,SW-U30,0.002712004341966723
Allen VBN,570301,A1,T5,0.007272865658082828
Allen VBN,570301,A1,U30,0.00789159409521445
Allen VBN,570301,A2,B5,0.04181568820116888
Allen VBN,570301,A2,CLEAN,0.05360600989024322
Allen VBN,570301,A2,Five-Missing Mean,0.05910581737999543
Allen VBN,570301,A2,Five-Missing Worst,0.07163392538707458
Allen VBN,570301,A2,J30-5,0.08497446413949605
Allen VBN,570301,A2,SW-U30,0.052748436952689715
Allen VBN,570301,A2,T5,0.05739479064712083
Allen VBN,570301,A2,U30,0.05859570695950145
Allen VBN,570301,A3,B5,0.0
Allen VBN,570301,A3,CLEAN,0.008667145382605712
Allen VBN,570301,A3,Five-Missing Mean,0.021370115236707066
Allen VBN,570301,A3,Five-Missing Worst,0.04460577657404163
Allen VBN,570301,A3,J30-5,0.057946315326463105
Allen VBN,570301,A3,SW-U30,0.015482037714943941
Allen VBN,570301,A3,T5,0.01626704595511319
Allen VBN,570301,A3,U30,0.01715517718701487
Allen VBN,570301,A4,B5,-0.015066940977618293
Allen VBN,570301,A4,CLEAN,0.0
Allen VBN,570301,A4,Five-Missing Mean,0.01634541207411011
Allen VBN,570301,A4,Five-Missing Worst,0.07094089362942635
Allen VBN,570301,A4,J30-5,0.08428143238184782
Allen VBN,570301,A4,SW-U30,0.004800787181259536
Allen VBN,570301,A4,T5,0.0018383801303099023
Allen VBN,570301,A4,U30,0.0058734016547512535
Allen VBN,570301,A5,B5,0.04133170224452909
Allen VBN,570301,A5,CLEAN,0.0
Allen VBN,570301,A5,Five-Missing Mean,0.03566603585515726
Allen VBN,570301,A5,Five-Missing Worst,0.10858539648649601
Allen VBN,570301,A5,J30-5,0.12192593523891748
Allen VBN,570301,A5,SW-U30,0.004800787181259536
Allen VBN,570301,A5,T5,0.0030138473326033477
Allen VBN,570301,A5,U30,0.0072579072784761944
Allen VBN,570301,A7,B5,0.017195165075814423
Allen VBN,570301,A7,CLEAN,0.016256546939499406
Allen VBN,570301,A7,Five-Missing Mean,0.019450098720823705
Allen VBN,570301,A7,Five-Missing Worst,0.01809245203054588
Allen VBN,570301,A7,J30-5,0.03143299078296735
Allen VBN,570301,A7,SW-U30,0.011473042585320115
Allen VBN,570301,A7,T5,0.018742349324448404
Allen VBN,570301,A7,U30,0.01840694583556779
CRCNS pvc-11,monkey1,A1,B5,0.09357142857142853
CRCNS pvc-11,monkey1,A1,CLEAN,0.09999999999999987
CRCNS pvc-11,monkey1,A1,Five-Missing Mean,0.0941428571428572
CRCNS pvc-11,monkey1,A1,Five-Missing Worst,0.08142857142857152
CRCNS pvc-11,monkey1,A1,J30-5,0.06714285714285717
CRCNS pvc-11,monkey1,A1,SW-U30,0.11785714285714288
CRCNS pvc-11,monkey1,A1,T5,0.0864285714285713
CRCNS pvc-11,monkey1,A1,U30,0.10571428571428565
CRCNS pvc-11,monkey1,A2,B5,0.014285714285714235
CRCNS pvc-11,monkey1,A2,CLEAN,0.05714285714285705
CRCNS pvc-11,monkey1,A2,Five-Missing Mean,0.039857142857142924
CRCNS pvc-11,monkey1,A2,Five-Missing Worst,0.04500000000000015
CRCNS pvc-11,monkey1,A2,J30-5,0.04500000000000015
CRCNS pvc-11,monkey1,A2,SW-U30,0.046428571428571375
CRCNS pvc-11,monkey1,A2,T5,0.040714285714285814
CRCNS pvc-11,monkey1,A2,U30,0.052857142857142825
CRCNS pvc-11,monkey1,A3,B5,0.0
CRCNS pvc-11,monkey1,A3,CLEAN,0.021428571428571463
CRCNS pvc-11,monkey1,A3,Five-Missing Mean,0.035571428571428476
CRCNS pvc-11,monkey1,A3,Five-Missing Worst,0.059285714285714386
CRCNS pvc-11,monkey1,A3,J30-5,0.059285714285714386
CRCNS pvc-11,monkey1,A3,SW-U30,0.03928571428571426
CRCNS pvc-11,monkey1,A3,T5,0.03142857142857125
CRCNS pvc-11,monkey1,A3,U30,0.04785714285714293
CRCNS pvc-11,monkey1,A4,B5,-0.012142857142857122
CRCNS pvc-11,monkey1,A4,CLEAN,0.0
CRCNS pvc-11,monkey1,A4,Five-Missing Mean,0.04571428571428571
CRCNS pvc-11,monkey1,A4,Five-Missing Worst,0.135
CRCNS pvc-11,monkey1,A4,J30-5,0.135
CRCNS pvc-11,monkey1,A4,SW-U30,0.025000000000000022
CRCNS pvc-11,monkey1,A4,T5,0.01928571428571424
CRCNS pvc-11,monkey1,A4,U30,0.06142857142857139
CRCNS pvc-11,monkey1,A5,B5,0.02214285714285702
CRCNS pvc-11,monkey1,A5,CLEAN,0.0
CRCNS pvc-11,monkey1,A5,Five-Missing Mean,0.07385714285714284
CRCNS pvc-11,monkey1,A5,Five-Missing Worst,0.20000000000000007
CRCNS pvc-11,monkey1,A5,J30-5,0.20000000000000007
CRCNS pvc-11,monkey1,A5,SW-U30,0.042857142857142816
CRCNS pvc-11,monkey1,A5,T5,0.024285714285714133
CRCNS pvc-11,monkey1,A5,U30,0.08000000000000007
CRCNS pvc-11,monkey1,A7,B5,0.011785714285714288
CRCNS pvc-11,monkey1,A7,CLEAN,0.016071428571428625
CRCNS pvc-11,monkey1,A7,Five-Missing Mean,0.017999999999999905
CRCNS pvc-11,monkey1,A7,Five-Missing Worst,0.01642857142857146
CRCNS pvc-11,monkey1,A7,J30-5,0.01642857142857146
CRCNS pvc-11,monkey1,A7,SW-U30,0.019642857142857184
CRCNS pvc-11,monkey1,A7,T5,0.018928571428571406
CRCNS pvc-11,monkey1,A7,U30,0.023214285714285743
CRCNS pvc-11,monkey2,A1,B5,0.05785714285714294
CRCNS pvc-11,monkey2,A1,CLEAN,0.05357142857142849
CRCNS pvc-11,monkey2,A1,Five-Missing Mean,0.054571428571428715
CRCNS pvc-11,monkey2,A1,Five-Missing Worst,0.05785714285714294
CRCNS pvc-11,monkey2,A1,J30-5,0.05857142857142861
CRCNS pvc-11,monkey2,A1,SW-U30,0.042857142857142816
CRCNS pvc-11,monkey2,A1,T5,0.05642857142857127
CRCNS pvc-11,monkey2,A1,U30,0.05714285714285727
CRCNS pvc-11,monkey2,A2,B5,-0.018571428571428683
CRCNS pvc-11,monkey2,A2,CLEAN,-0.0035714285714286698
CRCNS pvc-11,monkey2,A2,Five-Missing Mean,-0.008857142857142897
CRCNS pvc-11,monkey2,A2,Five-Missing Worst,-0.01642857142857146
CRCNS pvc-11,monkey2,A2,J30-5,-0.01000000000000012
CRCNS pvc-11,monkey2,A2,SW-U30,-0.0035714285714286698
CRCNS pvc-11,monkey2,A2,T5,-0.004285714285714337
CRCNS pvc-11,monkey2,A2,U30,-0.007857142857142785
CRCNS pvc-11,monkey2,A3,B5,0.0
CRCNS pvc-11,monkey2,A3,CLEAN,0.0035714285714284477
CRCNS pvc-11,monkey2,A3,Five-Missing Mean,0.012285714285714344
CRCNS pvc-11,monkey2,A3,Five-Missing Worst,0.019999999999999907
CRCNS pvc-11,monkey2,A3,J30-5,0.026428571428571246
CRCNS pvc-11,monkey2,A3,SW-U30,0.0035714285714284477
CRCNS pvc-11,monkey2,A3,T5,0.014999999999999791
CRCNS pvc-11,monkey2,A3,U30,0.01642857142857168
CRCNS pvc-11,monkey2,A4,B5,-0.008571428571428563
CRCNS pvc-11,monkey2,A4,CLEAN,0.0
CRCNS pvc-11,monkey2,A4,Five-Missing Mean,0.029571428571428693
CRCNS pvc-11,monkey2,A4,Five-Missing Worst,0.0664285714285715
CRCNS pvc-11,monkey2,A4,J30-5,0.07285714285714284
CRCNS pvc-11,monkey2,A4,SW-U30,0.0071428571428568954
CRCNS pvc-11,monkey2,A4,T5,0.011428571428571344
CRCNS pvc-11,monkey2,A4,U30,0.06500000000000017
CRCNS pvc-11,monkey2,A5,B5,0.020714285714285685
CRCNS pvc-11,monkey2,A5,CLEAN,0.0
CRCNS pvc-11,monkey2,A5,Five-Missing Mean,0.05014285714285727
CRCNS pvc-11,monkey2,A5,Five-Missing Worst,0.11499999999999999
CRCNS pvc-11,monkey2,A5,J30-5,0.12142857142857133
CRCNS pvc-11,monkey2,A5,SW-U30,0.0035714285714284477
CRCNS pvc-11,monkey2,A5,T5,0.011428571428571344
CRCNS pvc-11,monkey2,A5,U30,0.09357142857142864
CRCNS pvc-11,monkey2,A7,B5,0.005357142857142838
CRCNS pvc-11,monkey2,A7,CLEAN,0.0035714285714284477
CRCNS pvc-11,monkey2,A7,Five-Missing Mean,0.004928571428571504
CRCNS pvc-11,monkey2,A7,Five-Missing Worst,0.005357142857142838
CRCNS pvc-11,monkey2,A7,J30-5,0.004285714285714226
CRCNS pvc-11,monkey2,A7,SW-U30,0.005357142857142727
CRCNS pvc-11,monkey2,A7,T5,0.004285714285714226
CRCNS pvc-11,monkey2,A7,U30,0.00535714285714306
CRCNS pvc-11,monkey3,A1,B5,0.03214285714285703
CRCNS pvc-11,monkey3,A1,CLEAN,0.0035714285714284477
CRCNS pvc-11,monkey3,A1,Five-Missing Mean,0.019857142857143018
CRCNS pvc-11,monkey3,A1,Five-Missing Worst,0.022857142857142687
CRCNS pvc-11,monkey3,A1,J30-5,0.01285714285714279
CRCNS pvc-11,monkey3,A1,SW-U30,0.03214285714285714
CRCNS pvc-11,monkey3,A1,T5,0.010714285714285787
CRCNS pvc-11,monkey3,A1,U30,0.011428571428571344
CRCNS pvc-11,monkey3,A2,B5,0.008571428571428674
CRCNS pvc-11,monkey3,A2,CLEAN,0.010714285714285565
CRCNS pvc-11,monkey3,A2,Five-Missing Mean,0.011142857142857121
CRCNS pvc-11,monkey3,A2,Five-Missing Worst,0.008571428571428452
CRCNS pvc-11,monkey3,A2,J30-5,0.008571428571428452
CRCNS pvc-11,monkey3,A2,SW-U30,0.0071428571428571175
CRCNS pvc-11,monkey3,A2,T5,0.01285714285714279
CRCNS pvc-11,monkey3,A2,U30,0.018571428571428683
CRCNS pvc-11,monkey3,A3,B5,0.0
CRCNS pvc-11,monkey3,A3,CLEAN,0.0
CRCNS pvc-11,monkey3,A3,Five-Missing Mean,0.006000000000000227
CRCNS pvc-11,monkey3,A3,Five-Missing Worst,0.01285714285714279
CRCNS pvc-11,monkey3,A3,J30-5,0.01285714285714279
CRCNS pvc-11,monkey3,A3,SW-U30,0.0035714285714286698
CRCNS pvc-11,monkey3,A3,T5,0.0050000000000001155
CRCNS pvc-11,monkey3,A3,U30,0.008571428571428563
CRCNS pvc-11,monkey3,A4,B5,-0.004999999999999893
CRCNS pvc-11,monkey3,A4,CLEAN,0.0
CRCNS pvc-11,monkey3,A4,Five-Missing Mean,0.039142857142857146
CRCNS pvc-11,monkey3,A4,Five-Missing Worst,0.09500000000000008
CRCNS pvc-11,monkey3,A4,J30-5,0.05428571428571427
CRCNS pvc-11,monkey3,A4,SW-U30,0.11428571428571443
CRCNS pvc-11,monkey3,A4,T5,0.0028571428571428914
CRCNS pvc-11,monkey3,A4,U30,0.02928571428571425
CRCNS pvc-11,monkey3,A5,B5,0.0028571428571427804
CRCNS pvc-11,monkey3,A5,CLEAN,0.0
CRCNS pvc-11,monkey3,A5,Five-Missing Mean,0.06642857142857139
CRCNS pvc-11,monkey3,A5,Five-Missing Worst,0.16642857142857137
CRCNS pvc-11,monkey3,A5,J30-5,0.0814285714285714
CRCNS pvc-11,monkey3,A5,SW-U30,0.18571428571428572
CRCNS pvc-11,monkey3,A5,T5,0.0028571428571430024
CRCNS pvc-11,monkey3,A5,U30,0.059285714285714275
CRCNS pvc-11,monkey3,A7,B5,0.003928571428571503
CRCNS pvc-11,monkey3,A7,CLEAN,0.0017857142857141683
CRCNS pvc-11,monkey3,A7,Five-Missing Mean,0.0033571428571428363
CRCNS pvc-11,monkey3,A7,Five-Missing Worst,0.0024999999999999467
CRCNS pvc-11,monkey3,A7,J30-5,0.0024999999999999467
CRCNS pvc-11,monkey3,A7,SW-U30,0.0035714285714286698
CRCNS pvc-11,monkey3,A7,T5,0.004285714285714337
CRCNS pvc-11,monkey3,A7,U30,0.0025000000000000577
