dataset,session,animal,severity_type,severity_value,severity_unit,replicate,mask_seed,n_units_total,n_units_missing,n_bins_total,n_bins_missing,mask_source,mask_file,mask_hash,protocol_hash
Allen VBN,1104058216,563497,UNIT,0.3,proportion,2,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1104058216,563497,UNIT,0.3,proportion,3,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1104058216,563497,UNIT,0.3,proportion,4,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1104058216,563497,TEMPORAL,5.0,bins,0,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1104058216,563497,TEMPORAL,5.0,bins,1,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1104058216,563497,TEMPORAL,5.0,bins,2,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1104058216,563497,TEMPORAL,5.0,bins,3,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1104058216,563497,TEMPORAL,5.0,bins,4,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.1,proportion,0,3180056536,,128.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,7ee0247685a5f8fa5db0a8a4722410245469c93da93a54749d7f70edff091a3c,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.1,proportion,1,1348508543,,128.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,afa605fa3ddf7a13a7eb1a2eadf6456d1659107bd27f2fcfa810739912f40c5a,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.1,proportion,2,475348909,,128.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,d4ed8a18b07d2582a47022bc13dacfc64030e3af320be02d82688641ac33663f,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.1,proportion,3,359625609,,128.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,78ea73a57a43386fb2c959533f335f9fda6a9bbdcab4e5504384554e544716ad,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.1,proportion,4,1984366199,,128.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,b8c28705cc442bb15efbd34f0e0e8f7104a41778bfc45609276c6e8d10439add,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.2,proportion,0,1812360947,,256.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,4de83e09e89b17994d938e88fd6e6d7db1ed84807fc85ddc65d8832d7ff0da3b,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.2,proportion,1,2652224568,,256.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,4bf8fb7e9a1337e25ff6930676af1b019236186039e279fff9738ee7e4e7acb7,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.2,proportion,2,2183081471,,256.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,cb775fe9ee218bfa6ca99135f73c809cc123fad12a9a614813ab34bf572d4e7d,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.2,proportion,3,706453549,,256.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,99f9103401073aa82b80df2ae45a1ac4ee4842cd861cd7fcae9e13a4f5a77e74,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.2,proportion,4,3621212535,,256.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,dcbdb4f6e33675cb20716c8c2576e06c8bc34dd3678d6dcb0decf2f2e150bf63,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.3,proportion,0,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,6fb67568156c96ca4ef0e6d3e008f181689abd9f306bd27654ea38c972a62ba1,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.3,proportion,1,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,5cf8bc8ffeaee3ec26172728ecda0e656a59f6d542b65bba1aa83b756cd1a3a5,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.3,proportion,2,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,376e1b1a9879c8101695408defc1f2b993c176084fbb50c45a8862585464c332,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.3,proportion,3,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,909c4948b43f37fafae8bcc6d1f4ef9776495fb82d7869c757b1b80ba1263b19,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.3,proportion,4,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,fab01ef7b49643e4806e08b1942143198c0e9b3dd8c0aecdf2ece7092264d95a,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.4,proportion,0,3750447903,,512.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,0fd30dbc8bd029e36909e6e3907d4c1b50fb6aac1be69beebc4ccb9370d09aec,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.4,proportion,1,522936186,,512.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,e9c524713e3f0d297e72c5880f41fcb743bc117d75a2c8a3e14ed4acf2bdd2e7,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.4,proportion,2,1852087084,,512.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,7e49569efc5f96436f20413f40aaa7843a912b474c4e4a7f96a20a5e79d5bfe4,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.4,proportion,3,825564412,,512.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,5ea06c148bb646fdfdd7058e1afde62adea70d0b19b984794e969ffe5b1460b8,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.4,proportion,4,366690655,,512.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,6eacfa7e728f74b596f4c323d89efbefbb4dbb9174cc1798d333a8ed5d882ba6,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.5,proportion,0,1588451935,,641.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,142bdcf22f55a20133be6624887aa87dadb6b40ae369806101b0a1d11276ce30,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.5,proportion,1,1373249222,,641.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,511f3355bb88496650ca3d63eb4828181b4b3f3892a0292005fdf531294ab8f9,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.5,proportion,2,3232481236,,641.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,2dd8338e25dea7e646586b0e73e70d5103ae4b76f63ffcc96f74f4d7a2a7de69,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.5,proportion,3,1333250108,,641.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,9c381e86ca5c3239343c94767cf1ce40ef299367e87551b19983adcc033d5759,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.5,proportion,4,3916925407,,641.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,dc69555e0760706bb5d1f0e08e67cb5bb80f746c2639b0a33d84d900c14fd1bd,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,2.0,bins,0,3488562053,,0.0,25,2.0,NEW_SUPP_S1_FIXED_SEED,,2cbc978a9848f43833f3db07ccd5ac643cce5785d3ed58d497983edcdfcdc694,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,2.0,bins,1,626575361,,0.0,25,2.0,NEW_SUPP_S1_FIXED_SEED,,8fe529148a18115064a8a713b3f65829dbae257b832aedb5eaee0476f9bca0fb,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,2.0,bins,2,3116109350,,0.0,25,2.0,NEW_SUPP_S1_FIXED_SEED,,980810aa724250fe9e12d3bdd4fab4b520deeaeae9a9c20074e52868c0734fc9,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,2.0,bins,3,1842485217,,0.0,25,2.0,NEW_SUPP_S1_FIXED_SEED,,81f5b71e9a5a789d4ded14afb39491236399a6cf1a02c3168e59adfe24c3faf0,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,2.0,bins,4,2856951795,,0.0,25,2.0,NEW_SUPP_S1_FIXED_SEED,,26b3c3c73fbe25d5c76efcc422b34973315d0340f8205ced4592bf969433bb01,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,3.0,bins,0,1434732763,,0.0,25,3.0,NEW_SUPP_S1_FIXED_SEED,,35e8d3b73a412da2ce41fd20e7435a269d62119bf5d552d24632312cd920965f,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,3.0,bins,1,1856462201,,0.0,25,3.0,NEW_SUPP_S1_FIXED_SEED,,425975722a82490332643ffe4aba1d56366a07fbe7b4fc67d9076b789e1f5246,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,3.0,bins,2,2172654137,,0.0,25,3.0,NEW_SUPP_S1_FIXED_SEED,,b51f8dba3d3c13b5e1c73f115e7b1c7b9e5002dd9053eb2eca9dda41cc2c28ee,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,3.0,bins,3,4219458326,,0.0,25,3.0,NEW_SUPP_S1_FIXED_SEED,,05cd932c0121e65658c85ba73f54b7447d30a8ecd26c8ee0e18ba27c1d93f60b,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,3.0,bins,4,1126129672,,0.0,25,3.0,NEW_SUPP_S1_FIXED_SEED,,728a01b8da72e47fd25b2f1ea641b78941d796976749a2404c4fa467ce235e8b,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,5.0,bins,0,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,f0e5c4bdc42ff75d2bd2309d76d2b83a8519397f05b129cd6a7c7afcc374b680,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,5.0,bins,1,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,22f15561803756b40b16865e01a9bdb9d30a63edcc3668a9b0a399a89c2141f6,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,5.0,bins,2,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,6cf962992f4945e922f2226f8a9bd13fe15808add6aea8e74cc7a2e25cc1d557,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,5.0,bins,3,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,29a7975550b618d3d40ab3e5d87e813f7c6a37b6d9c37495c5c2ad80e09927c6,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,5.0,bins,4,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,ce6a971cf1906ab9cb78d4ca5b55de4db7510b54b8d316bc08b7b72050033fd6,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,7.0,bins,0,4194543181,,0.0,25,7.0,NEW_SUPP_S1_FIXED_SEED,,980323c32588492205842c4e832e34f6b3d40cc03514629fd57b8bb56c365350,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,7.0,bins,1,3148520495,,0.0,25,7.0,NEW_SUPP_S1_FIXED_SEED,,c6e65c142186ac58abaedcd1b78c82d50b185d0bfff8a127868e19e584588de4,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,7.0,bins,2,2345624094,,0.0,25,7.0,NEW_SUPP_S1_FIXED_SEED,,1fb4936b59af7571a4ce3c2cb15c24f471662a38ac6689621db9f98bdf778996,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,7.0,bins,3,642558912,,0.0,25,7.0,NEW_SUPP_S1_FIXED_SEED,,c1ae8f092d51f396d43117ce72bc5cc0f76d6530d87792cbf96c57f1643d1066,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,7.0,bins,4,3622003895,,0.0,25,7.0,NEW_SUPP_S1_FIXED_SEED,,4c8921f4de7044a1d329de0f2b1d497c758c41ec1d423d67ef3ac3fddfefef67,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,10.0,bins,0,1535169651,,0.0,25,10.0,NEW_SUPP_S1_FIXED_SEED,,4dc26edeca0af191156715e72e08bc4049086a9b7c79f63dfa5fbc851115975d,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,10.0,bins,1,3617313766,,0.0,25,10.0,NEW_SUPP_S1_FIXED_SEED,,1e2bde1d762d557586b666194af6bc07e9c47f7fa9363da442fa39ff65027968,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,10.0,bins,2,773288882,,0.0,25,10.0,NEW_SUPP_S1_FIXED_SEED,,ffef0e18fbbe3859d0f45f6e0a0dba6e7ed2884333632864ea6da8456e56f603,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,10.0,bins,3,2707981648,,0.0,25,10.0,NEW_SUPP_S1_FIXED_SEED,,a1b26bad1a2d5acd81f8d6880369b65a92a11e433f42921b9c66204102b528aa,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,10.0,bins,4,2189994625,,0.0,25,10.0,NEW_SUPP_S1_FIXED_SEED,,c5cc6f442681d523dd2fcd9989dca68f588e32ba3005fce82cddd00b6e4bda27,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.3,proportion,0,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.3,proportion,1,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.3,proportion,2,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.3,proportion,3,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,UNIT,0.3,proportion,4,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,5.0,bins,0,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,5.0,bins,1,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,5.0,bins,2,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,5.0,bins,3,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1105798776,567286,TEMPORAL,5.0,bins,4,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1108531612,570301,UNIT,0.1,proportion,0,3422338725,,134.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,a6431069fc839f8693d591d9da3291bc9f4c03341bff876d475a8e9a19b9f6b4,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1108531612,570301,UNIT,0.1,proportion,1,1826019168,,134.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,4e7d9f45e1175cf752ac0a44b4d89bd57c5437ff3f5168ed48b3713bf867bf42,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1108531612,570301,UNIT,0.1,proportion,2,1198154670,,134.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,89e26b282f196b9a4b98f2c26d4554a860091fef9e3f900b270442ee781fa179,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1108531612,570301,UNIT,0.1,proportion,3,1279189280,,134.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,0940352b6b909ada0310bf109496d01ba5856a294a81024d75dd6093362205e4,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1108531612,570301,UNIT,0.1,proportion,4,391266734,,134.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,a5028bcc05f124efe49762b54326e9cda04362f8b5a569c66f6bb4db6e898cc1,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1108531612,570301,UNIT,0.2,proportion,0,3675032786,,269.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,99d624e57b028220266f41f906500f128b8a3b1676791695f99d4c213adf2e1f,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1108531612,570301,UNIT,0.2,proportion,1,1752343293,,269.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,520cc05ee383339c2d44f290b96ba51573170c74641cc532b789b57b9253cae0,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1108531612,570301,UNIT,0.2,proportion,2,945120503,,269.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,fbdc37f52ffdc5169685e5a7888d752de011e3c42cbaecdc8d3674a102679f8e,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1108531612,570301,UNIT,0.2,proportion,3,3298906015,,269.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,7fba83f891eb5403623d00f7f4c86cde5122ac761df3e5859c99fc56a5eb30e2,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1108531612,570301,UNIT,0.2,proportion,4,312706713,,269.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,38aac6a9ff78bb70177445c91ec77cd627098859d54d8470443aeb873b9d1051,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1108531612,570301,UNIT,0.3,proportion,0,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,768042ce5c124140bd71a656ac3c62ee47b4b3618ca4664785dc0c2e71e4a27c,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1108531612,570301,UNIT,0.3,proportion,1,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,135376dc982b523a377737aac31346b76d17f8504316592ae6a98fe0ac7616e6,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1108531612,570301,UNIT,0.3,proportion,2,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,10d4b77c6689544ca50aa1ff456a8035d855ed9d63ce8bfbd6cc460888cbd6e0,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1108531612,570301,UNIT,0.3,proportion,3,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,8738f8b4e837ef4453e9ac7b83ebb819a238253b4ccf3ad73f656c6fc95d5f36,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1108531612,570301,UNIT,0.3,proportion,4,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,ce8d80922fa3e7c5d9a58013ca02bb95c580b65a33c860c2be12e939a4f1cfa4,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1108531612,570301,UNIT,0.4,proportion,0,2235163041,,538.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,dc17a01560f23b834aeb53a53855a847c7d7e931ae7c2e98701aa1c6d60e0ab9,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1108531612,570301,UNIT,0.4,proportion,1,601131903,,538.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,a5496777b8fe08f667d8de55c86d692845e7356c50f45a8b66fad677bda0be55,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1108531612,570301,UNIT,0.4,proportion,2,1518662622,,538.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,3767cdfcabcb829c337dfdfa1a0e02f122764ad81d4968e316a32c5a9a83b8a0,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1108531612,570301,UNIT,0.4,proportion,3,209541294,,538.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,f881222fd9e69efa932a5fd473b17fda98970ac483f5a7e20a0e30fbbdea238c,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1108531612,570301,UNIT,0.4,proportion,4,1357920889,,538.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,ff80617dd27e1d36143606ea86dfa3675ccdd7798bd4ce872d8e1010c9346c9e,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1108531612,570301,UNIT,0.5,proportion,0,1722892501,,672.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,6c177b41835cddca93da5aa5671fa384c83ae267f21309955908f35f19ead20d,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1108531612,570301,UNIT,0.5,proportion,1,40369026,,672.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,cdfb8d5f8f758f4a1ffb7fcb91a5f7f1d773fa1d217736aa33d568d05595d8e2,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1108531612,570301,UNIT,0.5,proportion,2,3754085317,,672.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,232eba40e4faa6cd258cc08c4ddee4472cc1a83fdfebee9a6e21782f6791f4cd,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1108531612,570301,UNIT,0.5,proportion,3,208841994,,672.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,9a0a86d42de54081f7a3bbf93ba8e88507ca7a30a53bb543689985df0f9d90d0,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1108531612,570301,UNIT,0.5,proportion,4,3497148920,,672.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,ef77c9c4c8ce16ba6fe241b8d63d01ff51553f0a24c8a90d9d98cfeff5089d57,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1108531612,570301,TEMPORAL,2.0,bins,0,730675806,,0.0,25,2.0,NEW_SUPP_S1_FIXED_SEED,,1a258432f1f94b93890e26d6b9135605c3c0a5dcc9ffd517955c274b277cf36c,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1108531612,570301,TEMPORAL,2.0,bins,1,241256034,,0.0,25,2.0,NEW_SUPP_S1_FIXED_SEED,,1280c5bd68da823bbeb33c1cde4f718c4d27afe86b08dec96da5ad64a36b8d17,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
