dataset,session,animal,severity_type,severity_value,severity_unit,replicate,mask_seed,n_units_total,n_units_missing,n_bins_total,n_bins_missing,mask_source,mask_file,mask_hash,protocol_hash
Allen VBN,1044389060,510589,TEMPORAL,7.0,bins,3,3229982406,,0.0,25,7.0,NEW_SUPP_S1_FIXED_SEED,,14b1bcbc3094695eca84771b5c778dad870d8c2c4636691508aca8bce3fe02c3,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044389060,510589,TEMPORAL,7.0,bins,4,2343702187,,0.0,25,7.0,NEW_SUPP_S1_FIXED_SEED,,50b3323b163f083a2a91f2d62bcd9654874d1aa0f4370d5970c41b19a0128604,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044389060,510589,TEMPORAL,10.0,bins,0,3219348276,,0.0,25,10.0,NEW_SUPP_S1_FIXED_SEED,,363f1d94b1483f907daa25a7a3533226de2d2e45eb05cecaf3e0d0f5f8ea1c5e,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044389060,510589,TEMPORAL,10.0,bins,1,2909206366,,0.0,25,10.0,NEW_SUPP_S1_FIXED_SEED,,9634c58fb9181685c2e02abd931198f63f7bc12c4dc146469e4fab27ab59c8dd,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044389060,510589,TEMPORAL,10.0,bins,2,2464621962,,0.0,25,10.0,NEW_SUPP_S1_FIXED_SEED,,75a39209c5eabe27a71be3b876cb454ff45ddd70befe887480c4e02ca03313df,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044389060,510589,TEMPORAL,10.0,bins,3,3390602597,,0.0,25,10.0,NEW_SUPP_S1_FIXED_SEED,,1afef321360147b0c721b184867668f9193f7d9402ee14bd2b025912212b2bd1,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044389060,510589,TEMPORAL,10.0,bins,4,1044165957,,0.0,25,10.0,NEW_SUPP_S1_FIXED_SEED,,fff45882dce4e2c3b3f538a1c0937f418ef6146dab81d8e4166b519c48d3a2d5,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044389060,510589,UNIT,0.3,proportion,0,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044389060,510589,UNIT,0.3,proportion,1,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044389060,510589,UNIT,0.3,proportion,2,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044389060,510589,UNIT,0.3,proportion,3,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044389060,510589,UNIT,0.3,proportion,4,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044389060,510589,TEMPORAL,5.0,bins,0,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044389060,510589,TEMPORAL,5.0,bins,1,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044389060,510589,TEMPORAL,5.0,bins,2,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044389060,510589,TEMPORAL,5.0,bins,3,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044389060,510589,TEMPORAL,5.0,bins,4,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.1,proportion,0,2732999994,,210.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,7224e19b345673f7f29cd8e2dce61b989a32d5e0878ea3de78925fb2cae35c7d,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.1,proportion,1,887912853,,210.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,8ea4475d7b4897db0fe1c6aea520b3bafd84ce2439a242af85cc8385fe5a8e8c,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.1,proportion,2,338679128,,210.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,9128786a782640d6c296c0a7d4d9f2266e8266d896c36b25ed79adac573b363e,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.1,proportion,3,1615024576,,210.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,0e008e2bc5089972d4f126fec5fd341756567a923f6219ad2196120b40b7eb01,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.1,proportion,4,1008054943,,210.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,161df134fdbdebe1ed3b196bf9a91b9b78e0865697d55c4eef1d81a8e5d2bd55,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.2,proportion,0,3671290262,,421.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,e5038324f1f3fb229f649fda78e02f47a5368179348f82471390d9decf2fee0c,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.2,proportion,1,2728387554,,421.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,4e6c432bc70dd98fef480d0a8951ca4d1ff8277db911a6dca7229fd9e24cdab4,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.2,proportion,2,2586631004,,421.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,bad4138054314fed45c7498f2730a800d88099919da7597d3551f18884ad6ae3,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.2,proportion,3,2681153866,,421.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,8d749fa574eb25e61485c07445060265e57340c7dedacb0223d95fb38b22ecd8,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.2,proportion,4,3421550928,,421.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,e37f2cf5a0d329a401cde1008ac299f1011df39ec9d6d76b281551974eaa7925,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.3,proportion,0,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,d2997ff844c13bc0aa3e3293549110eeb845c2388b6440903961d83052e829fd,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.3,proportion,1,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,e843998b96bd812be425872c1d92a754d97e8d4d94e2baafa953334c9cf5877d,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.3,proportion,2,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,4dc82fadde665b6efc273dbaa8670d38f0515c7d9dbe84dbc7d8be7fd2f5774a,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.3,proportion,3,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,405122109a72128eadd305bef493325448926a21ef42bd6052a1946585134d2e,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.3,proportion,4,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,10d1eba1aac1463c5ff4ff0c8efa21904d22cfe4d86ec228ebdedbb757db7225,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.4,proportion,0,2585425784,,841.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,ade4b1e07f3e3cab621e109a354b9f3a6733930609e9b50f40833caeb70b2481,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.4,proportion,1,832934894,,841.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,d905cc64010554bbf548f25a2d18037b704c31b04bd83ad2c97905f37b9c1905,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.4,proportion,2,2621613126,,841.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,06f3bfb0e1d163bef260fb05dc38e2737608c248086d15b835adc0f4e68d84b8,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.4,proportion,3,1177392304,,841.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,9b53cf270ff987ad79810cf390abd9fe45a4877eb27cdceace2df3b16c0ee053,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.4,proportion,4,819586641,,841.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,0098600ae710caa7fd88f9bbfd59f6afda32add206332a28d699d1356a38391e,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.5,proportion,0,257707730,,1052.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,3ad19785be8bfbbf836d01640e5e1fecd9e663432e7e53c450372f6ba4b8a2f4,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.5,proportion,1,3289745324,,1052.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,8e0d4e490672d2d47c1def8f77c8d07509ad331bcce475daa9a9e563dc05873f,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.5,proportion,2,1635692993,,1052.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,d76ed04fb1fed3ee9b0d72aaa8dadd1f512ae94af8e20682cd895a5bf7ad290e,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.5,proportion,3,3537772986,,1052.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,884f180dc2f22777fdc5d0c4b30390cc0edceb6582b7563a0a51b0fbbd99ec04,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.5,proportion,4,1864212206,,1052.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,60fbea89d124ef61e8bed5d070057e85e0bae569848eaba76d2d93c8e3f08a8d,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,2.0,bins,0,422505700,,0.0,25,2.0,NEW_SUPP_S1_FIXED_SEED,,17365eebf6447f3d5fcf9a4ef60b22f6780793d890a12ed5e116200c0c46b0ea,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,2.0,bins,1,2557494402,,0.0,25,2.0,NEW_SUPP_S1_FIXED_SEED,,4ec046d3a0d30dff38cadda2c28f2e1ec28d33db3530e524496b6bb330c0227a,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,2.0,bins,2,2247036324,,0.0,25,2.0,NEW_SUPP_S1_FIXED_SEED,,61c649e388e86edb7afc0dea355db441ed54e2483e75c1207113174db380771b,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,2.0,bins,3,361571615,,0.0,25,2.0,NEW_SUPP_S1_FIXED_SEED,,b861270191407d033b03c7537282b11a840605acd7e93325b7e8dccbc3cf331f,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,2.0,bins,4,2854642979,,0.0,25,2.0,NEW_SUPP_S1_FIXED_SEED,,f3c52a6cea7c991225b171a62bb5b6e31c93f7ea0989ac939ea662f3358a4172,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,3.0,bins,0,1275577485,,0.0,25,3.0,NEW_SUPP_S1_FIXED_SEED,,c4f23b5edd6af35e6d61f48da5c65c7202e0fe4d75084b8c9c6798606298b426,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,3.0,bins,1,42567691,,0.0,25,3.0,NEW_SUPP_S1_FIXED_SEED,,a8181d30c33d472c3ef6aa9bf7d7ddb2dc55e9e3eaa95480dcae4b7cd213c6e2,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,3.0,bins,2,958826887,,0.0,25,3.0,NEW_SUPP_S1_FIXED_SEED,,01fce696b03d6f64ceb9d83bc5548a6afbe317b5e0ef7ac16fc494f4f52ec4e7,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,3.0,bins,3,3166681727,,0.0,25,3.0,NEW_SUPP_S1_FIXED_SEED,,c3b749d76b4e184843ac4e3537c402ba136e55c124b74e462d71ddc167c8a2ca,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,3.0,bins,4,2174371391,,0.0,25,3.0,NEW_SUPP_S1_FIXED_SEED,,5ad4627caae1b94a265f17d67270949c7c36cd24b4dd42ebe9bf732077593df8,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,5.0,bins,0,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,d331790c3a15166359d18f04f041fc9d666e680c6acca33aeffff779c8461222,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,5.0,bins,1,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,dc6f03e05fd5fc90c960f2aa17fb069c04d5aebc6ebb060c4f737f7830962aea,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,5.0,bins,2,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,ad70795d53f7645da62bf07385c70a22a7571a24b386e837c0a706cb553ff14f,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,5.0,bins,3,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,de67de27b484233db434bc2eab86437ba55f9a8e0366fbdabdba0fc1710fa0b6,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,5.0,bins,4,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,fe5b425aa77aa60a6bf6869874d62ee59059eac26900eb3b88388f5b85ee4a0f,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,7.0,bins,0,3199838953,,0.0,25,7.0,NEW_SUPP_S1_FIXED_SEED,,74bda1ab4d0edb441a12adb69ff70f7c210d3a4c0bbc0ebc8c647725bc3379ea,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,7.0,bins,1,2001430887,,0.0,25,7.0,NEW_SUPP_S1_FIXED_SEED,,f12c4432487b02c5457d3d3405197d935c5df210eb678225786cece5dcf3649c,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,7.0,bins,2,3880227361,,0.0,25,7.0,NEW_SUPP_S1_FIXED_SEED,,914f3165c9afdce7300ce57d2dab2f2d65666431bbe44609a20c2d35f01eac4c,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,7.0,bins,3,1147377231,,0.0,25,7.0,NEW_SUPP_S1_FIXED_SEED,,8b145148d6281ba8e5d476c34a94cb59dc6ed4e5e20493a2c69d72a98e5ae811,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,7.0,bins,4,3668479769,,0.0,25,7.0,NEW_SUPP_S1_FIXED_SEED,,23551590e56e71e41d6ec028f614acf48478fe1f37fa8dda0ae8ba8726fe046a,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,10.0,bins,0,4187055743,,0.0,25,10.0,NEW_SUPP_S1_FIXED_SEED,,add23a80bb249495827215056c1be16cbbd67503ca0d15a37094075a2a67ffe7,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,10.0,bins,1,2961953005,,0.0,25,10.0,NEW_SUPP_S1_FIXED_SEED,,a1da80fdb4504e2cb1f39015e1667585d1c05e3882492c0999f738c1ae521849,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,10.0,bins,2,559958529,,0.0,25,10.0,NEW_SUPP_S1_FIXED_SEED,,d82f30ebb5c1fe24c69dcf6173b67f5bb50d7d77cff373734d9a239d4cb73aed,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,10.0,bins,3,1101736577,,0.0,25,10.0,NEW_SUPP_S1_FIXED_SEED,,8c8ba5bd42af93bed68b966a8055103cdf132f1172041ff5fd1b38ea1309001d,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,10.0,bins,4,3021887204,,0.0,25,10.0,NEW_SUPP_S1_FIXED_SEED,,63dbdf1531381b9f1408af8613379648bb0301359ebc8a2515bb7338c58d17c5,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.3,proportion,0,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.3,proportion,1,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.3,proportion,2,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.3,proportion,3,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,UNIT,0.3,proportion,4,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,5.0,bins,0,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,5.0,bins,1,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,5.0,bins,2,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,5.0,bins,3,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1044594870,524761,TEMPORAL,5.0,bins,4,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_T5,,IDENTITY,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1049514117,521466,UNIT,0.1,proportion,0,753561819,,193.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,bf26cabfb5f91786c0f58c91fb59748aaf599efa2602314726a5cbffa9cbf913,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1049514117,521466,UNIT,0.1,proportion,1,3905022251,,193.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,2ca2ad2fd0d61980cfc59708e263f86f4128991a80cbcd38e383f2c02644f415,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1049514117,521466,UNIT,0.1,proportion,2,51793522,,193.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,1a9f6c428d814dfd6d4b5a08160459a863900c6d25d8a403b53011ae7cddc4e8,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1049514117,521466,UNIT,0.1,proportion,3,446303732,,193.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,8ca9dfa4c91075b5c8676251a27168f9eed05fb17e70199e3504c1e4c90788c4,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1049514117,521466,UNIT,0.1,proportion,4,359465489,,193.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,2801bd4020654423cfd45d8ea3d8bde94b1d477ba46e66923bbed42eb38ec507,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1049514117,521466,UNIT,0.2,proportion,0,3008863035,,385.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,8a7386c4fea22d48bbd8bcf78757c9bc583c6c39f4e51d6aace4c1df76a266a3,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1049514117,521466,UNIT,0.2,proportion,1,3385715185,,385.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,8b5f5d14c7d0c4e657e192743d34299d4927cb139e54033c26abbb070a8b7631,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1049514117,521466,UNIT,0.2,proportion,2,245976148,,385.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,d0cfc8f1087722ecc97d967f220f6d823701b9bda6220bf55592b26af96ccd8c,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1049514117,521466,UNIT,0.2,proportion,3,4044191,,385.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,5ea6c853a0e951febd5e3f7a463014608951160f9ce5cdaa95bfc294e31c2aea,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1049514117,521466,UNIT,0.2,proportion,4,3045185019,,385.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,beecd862ff94f42be32dea7554182512cd79d4987ac2fb5dff9943ad559eecc4,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1049514117,521466,UNIT,0.3,proportion,0,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,f5ec58fd3673551cd4735084b40bc167b86fc110b84925c09a84aee9e8b7065c,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1049514117,521466,UNIT,0.3,proportion,1,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,14d34c428b58c50dc8407f42653a962815c916f5ebd6c8a8648cb603a8cadd04,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1049514117,521466,UNIT,0.3,proportion,2,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,b5fc6dc53cc3a0e00278a68d4135dea5bee36ceb1fd8e052e21e277ec36d742d,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1049514117,521466,UNIT,0.3,proportion,3,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,4cbfe75ee4b9ba6a9d4d5e056a977797ee569213ec4341b56195ac06bbc775e6,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1049514117,521466,UNIT,0.3,proportion,4,FORMAL_ANCHOR,,nan,25,nan,MAIN_FROZEN_U30,,2b3e11e93b5c84c231451c1e3b610203ec204b4f9ef159b7739feb809664a52d,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1049514117,521466,UNIT,0.4,proportion,0,4233931784,,770.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,8f42f68b48f6bcaf94a058686706e1f97c1ac5903701ce43374dd7bb69525065,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1049514117,521466,UNIT,0.4,proportion,1,4121239873,,770.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,980d307164cb4c07a236d640d6e429caccea718e6ea7ab3ebaf75b97e67ef1a3,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1049514117,521466,UNIT,0.4,proportion,2,1139180593,,770.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,df824364ff6ff95f24be9364a8e2c4bf6874429cc91b7b417b1b72bacaa49133,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
Allen VBN,1049514117,521466,UNIT,0.4,proportion,3,2658972871,,770.0,25,0.0,NEW_SUPP_S1_FIXED_SEED,,c97f147a36cb08b7ddc2cabd3f433f73ad3bcf36773611e5484cccee7bfbf526,0057520300766395bd9eca9eda3c0cdc08717c7804cff77a92ec50f66cd9582c
