dataset,model,model_id,endpoint,CN_BalAcc,n_animals,n_sessions,source_status,source_manifest,aggregation_protocol_hash
CRCNS pvc-11,SVD,SVD64_LOGREG,U30,0.9444047619047619,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,SVD,SVD64_LOGREG,SW-U30,0.9444047619047619,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,SVD,SVD64_LOGREG,T5,0.9535714285714286,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,SVD,SVD64_LOGREG,B5,0.9624999999999999,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,SVD,SVD64_LOGREG,J30-5,0.9085714285714287,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,SVD,SVD64_LOGREG,Five-Missing Mean,0.9426904761904762,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,SVD,SVD64_LOGREG,Five-Missing Worst,0.9085714285714287,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,SVM,MEAN_RATE_LINEAR_SVM,CLEAN,0.8422619047619048,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,SVM,MEAN_RATE_LINEAR_SVM,U30,0.7089285714285714,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,SVM,MEAN_RATE_LINEAR_SVM,SW-U30,0.7089285714285714,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,SVM,MEAN_RATE_LINEAR_SVM,T5,0.8027380952380954,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,SVM,MEAN_RATE_LINEAR_SVM,B5,0.8321428571428572,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,SVM,MEAN_RATE_LINEAR_SVM,J30-5,0.6513095238095238,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,SVM,MEAN_RATE_LINEAR_SVM,Five-Missing Mean,0.7408095238095238,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,SVM,MEAN_RATE_LINEAR_SVM,Five-Missing Worst,0.6513095238095238,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,TCN,TCN_LIGHTWEIGHT,CLEAN,0.8852380952380953,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,TCN,TCN_LIGHTWEIGHT,U30,0.6253809523809524,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,TCN,TCN_LIGHTWEIGHT,SW-U30,0.6253809523809524,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,TCN,TCN_LIGHTWEIGHT,T5,0.8612857142857143,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,TCN,TCN_LIGHTWEIGHT,B5,0.8771428571428572,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,TCN,TCN_LIGHTWEIGHT,J30-5,0.6042380952380952,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,TCN,TCN_LIGHTWEIGHT,Five-Missing Mean,0.7186857142857143,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,TCN,TCN_LIGHTWEIGHT,Five-Missing Worst,0.6042380952380952,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,CLEAN,0.9461904761904764,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,U30,0.6714761904761904,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,SW-U30,0.6714761904761904,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,T5,0.8819047619047619,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,B5,0.9328571428571428,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,J30-5,0.5730000000000001,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,Five-Missing Mean,0.7461428571428571,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
CRCNS pvc-11,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,Five-Missing Worst,0.5730000000000001,3,3,LOWER_LEVEL_REAGGREGATED,06_R4_SESSION_LEVEL_ENDPOINTS.csv;07_R4_ANIMAL_LEVEL_ENDPOINTS.csv,ececd76a66075072067e822c9327eea5f103ecb47c2b51206e505d46f2f3a969
