dataset,animal_id,endpoint,baseline,MMRVD_value,baseline_value,paired_difference
Allen VBN,510589,T5,SVM,0.9992540553036824,0.9866867212585616,0.012567334045120782
Allen VBN,521466,T5,SVM,0.9992552883422183,0.9878326599491942,0.011422628393024103
Allen VBN,524760,T5,SVM,0.999378056959644,0.983148374503813,0.016229682455831007
Allen VBN,524761,T5,SVM,0.9932315873323012,0.9751342768675819,0.018097310464719296
Allen VBN,527749,T5,SVM,0.999256276289921,0.9721101964035177,0.027146079886403274
Allen VBN,531237,T5,SVM,0.9975956306786893,0.9481307991170951,0.0494648315615942
Allen VBN,544837,T5,SVM,0.9996729806071782,0.9881655229911495,0.011507457616028782
Allen VBN,546507,T5,SVM,0.9984998491750199,0.9760775531199068,0.022422296055113033
Allen VBN,563497,T5,SVM,0.9981425959613814,0.981664318917929,0.016478277043452394
Allen VBN,567286,T5,SVM,0.9988002425740363,0.9899984148050931,0.008801827768943227
Allen VBN,570301,T5,SVM,0.9944137269418214,0.9511230821619499,0.043290644779871545
Allen VBN,506940,B5,SVM,0.9988801379358148,0.9413904788697864,0.05748965906602832
Allen VBN,510589,B5,SVM,0.9975833746090441,0.9614052183700863,0.036178156238957815
Allen VBN,521466,B5,SVM,0.9970128187361282,0.981736206314834,0.015276612421294189
Allen VBN,524760,B5,SVM,0.9994192799070849,0.9810386434064031,0.01838063650068178
Allen VBN,524761,B5,SVM,0.9912836884396283,0.9594768088800001,0.03180687955962824
Allen VBN,527749,B5,SVM,0.9987375285658547,0.9723099170423882,0.02642761152346651
Allen VBN,531237,B5,SVM,0.9980082025049268,0.9124417227146334,0.08556647979029341
Allen VBN,544837,B5,SVM,0.9994465648360867,0.9926674716312447,0.006779093204842046
Allen VBN,546507,B5,SVM,0.9994198694706308,0.9834759834826345,0.01594388598799623
Allen VBN,563497,B5,SVM,0.9944543159925402,0.9864175511636943,0.008036764828845855
Allen VBN,567286,B5,SVM,0.9914331245177144,0.9939153866509285,-0.0024822621332141193
Allen VBN,570301,B5,SVM,0.9784703397979004,0.9619844867048306,0.016485853093069824
Allen VBN,506940,J30-5,SVM,0.9991670690442666,0.9445809503022173,0.05458611874204922
Allen VBN,510589,J30-5,SVM,0.998898237271213,0.9728171847817326,0.02608105248948034
Allen VBN,521466,J30-5,SVM,0.9987631845450068,0.9744641176485783,0.024299066896428467
Allen VBN,524760,J30-5,SVM,0.9986489211692924,0.9773122828587926,0.02133663831049981
Allen VBN,524761,J30-5,SVM,0.9926806075035758,0.9546936259072055,0.03798698159637026
Allen VBN,527749,J30-5,SVM,0.9981510096984479,0.9570077891405353,0.04114322055791264
Allen VBN,531237,J30-5,SVM,0.9979740277071485,0.9247482646686209,0.07322576303852757
Allen VBN,544837,J30-5,SVM,0.9989257931471295,0.9805938902153476,0.018331902931781885
Allen VBN,546507,J30-5,SVM,0.9982916887277842,0.9598505916414178,0.03844109708636634
Allen VBN,563497,J30-5,SVM,0.9980374609906668,0.9667492818062196,0.03128817918444726
Allen VBN,567286,J30-5,SVM,0.998352571257627,0.9769249159310951,0.021427655326531903
Allen VBN,570301,J30-5,SVM,0.9906297436546767,0.9160982531914474,0.07453149046322927
Allen VBN,506940,Five-Missing Mean,SVM,0.9987201723336845,0.9516541546123098,0.04706601772137464
Allen VBN,510589,Five-Missing Mean,SVM,0.9988058072272606,0.9755221437052992,0.02328366352196143
Allen VBN,521466,Five-Missing Mean,SVM,0.998770617676659,0.9833696437402863,0.01540097393637263
Allen VBN,524760,Five-Missing Mean,SVM,0.9990423425103467,0.9818932259602253,0.017149116550121413
Allen VBN,524761,Five-Missing Mean,SVM,0.993184358321189,0.9671795570080616,0.026004801313127435
Allen VBN,527749,Five-Missing Mean,SVM,0.9989875226568232,0.9735580266039239,0.025429496052899347
Allen VBN,531237,Five-Missing Mean,SVM,0.9979446863870935,0.9288803583314463,0.06906432805564722
Allen VBN,544837,Five-Missing Mean,SVM,0.9994702591582177,0.9885919281809155,0.010878330977302286
Allen VBN,546507,Five-Missing Mean,SVM,0.9990284020265099,0.9756313115018184,0.02339709052469152
Allen VBN,563497,Five-Missing Mean,SVM,0.997728693708078,0.9803175071388487,0.017411186569229353
Allen VBN,567286,Five-Missing Mean,SVM,0.9971867157993636,0.9885265592342356,0.008660156565127974
Allen VBN,570301,Five-Missing Mean,SVM,0.9908780411676981,0.9474322792150738,0.043445761952624284
Allen VBN,506940,Five-Missing Worst,SVM,0.99689824647233,0.9413904788697864,0.05550776760254361
Allen VBN,510589,Five-Missing Worst,SVM,0.9975833746090441,0.9614052183700863,0.036178156238957815
Allen VBN,521466,Five-Missing Worst,SVM,0.9970128187361282,0.9744641176485783,0.022548701087549916
Allen VBN,524760,Five-Missing Worst,SVM,0.9986489211692924,0.9773122828587926,0.02133663831049981
Allen VBN,524761,Five-Missing Worst,SVM,0.9912836884396283,0.9421875474964156,0.049096140943212685
Allen VBN,527749,Five-Missing Worst,SVM,0.9981510096984479,0.9570077891405353,0.04114322055791264
Allen VBN,531237,Five-Missing Worst,SVM,0.9975956306786893,0.9124417227146334,0.08515390796405586
Allen VBN,544837,Five-Missing Worst,SVM,0.9989257931471295,0.9805938902153476,0.018331902931781885
Allen VBN,546507,Five-Missing Worst,SVM,0.9982916887277842,0.9598505916414178,0.03844109708636634
Allen VBN,563497,Five-Missing Worst,SVM,0.9944543159925402,0.9667492818062196,0.027705034186320643
Allen VBN,567286,Five-Missing Worst,SVM,0.9914331245177144,0.9769249159310951,0.014508208586619276
Allen VBN,570301,Five-Missing Worst,SVM,0.9784703397979004,0.9160982531914474,0.06237208660645299
Allen VBN,506940,CLEAN,SVD,0.9993131868131868,0.7008062288346539,0.2985069579785329
Allen VBN,510589,CLEAN,SVD,0.999370673379484,0.9434368910921946,0.0559337822872894
Allen VBN,521466,CLEAN,SVD,1.0,0.9293401399862296,0.07065986001377045
Allen VBN,524760,CLEAN,SVD,1.0,0.9377682859951645,0.062231714004835514
Allen VBN,524761,CLEAN,SVD,0.9940547691411913,0.8788059087228494,0.11524886041834193
Allen VBN,527749,CLEAN,SVD,0.99937343358396,0.9678832122377615,0.0314902213461985
Allen VBN,531237,CLEAN,SVD,0.9986983336298404,0.7703566852066015,0.2283416484232389
Allen VBN,544837,CLEAN,SVD,1.0,0.95865860458181,0.04134139541819004
Allen VBN,546507,CLEAN,SVD,0.9992748368382884,0.9030911322954397,0.09618370454284875
Allen VBN,563497,CLEAN,SVD,0.9994206163997745,0.937510518302443,0.0619100980973315
Allen VBN,567286,CLEAN,SVD,0.998834839707908,0.9738970022868931,0.024937837421014852
Allen VBN,570301,CLEAN,SVD,0.9973451178808322,0.8854452919079185,0.1118998259729137
Allen VBN,506940,U30,SVD,0.999327704108006,0.6861975196206103,0.3131301844873957
Allen VBN,510589,U30,SVD,0.9991466844761818,0.9358143984546062,0.06333228602157559
Allen VBN,521466,U30,SVD,0.9994108983799705,0.9142329795307125,0.08517791884925807
Allen VBN,524760,U30,SVD,0.9988827272578561,0.9305984476483413,0.06828427960951478
Allen VBN,524761,U30,SVD,0.9943629541652201,0.8590191285338875,0.13534382563133263
Allen VBN,527749,U30,SVD,0.9993963993649462,0.9598834694240528,0.03951292994089339
Allen VBN,531237,U30,SVD,0.9980727855223515,0.7509796444465453,0.24709314107580616
Allen VBN,544837,U30,SVD,0.9998843262001156,0.9544999832223708,0.04538434297774474
Allen VBN,546507,U30,SVD,0.9993354127168572,0.8928477040557344,0.10648770866112278
Allen VBN,563497,U30,SVD,0.9990879796955279,0.926138222869989,0.07294975682553884
Allen VBN,567286,U30,SVD,0.9985473980734042,0.9656603515172035,0.03288704655620067
Allen VBN,570301,U30,SVD,0.995630323226445,0.862966311370907,0.132664011855538
Allen VBN,506940,SW-U30,SVD,0.999327704108006,0.6861975196206103,0.3131301844873957
Allen VBN,510589,SW-U30,SVD,0.9991466844761818,0.9358143984546062,0.06333228602157559
Allen VBN,521466,SW-U30,SVD,0.9994108983799705,0.9142329795307125,0.08517791884925807
Allen VBN,524760,SW-U30,SVD,0.9988827272578561,0.9305984476483413,0.06828427960951478
Allen VBN,524761,SW-U30,SVD,0.9943629541652201,0.8590191285338875,0.13534382563133263
Allen VBN,527749,SW-U30,SVD,0.9993963993649462,0.9598834694240528,0.03951292994089339
Allen VBN,531237,SW-U30,SVD,0.9980727855223515,0.7509796444465453,0.24709314107580616
Allen VBN,544837,SW-U30,SVD,0.9994216310005785,0.953439564568012,0.045982066432566415
Allen VBN,546507,SW-U30,SVD,0.9995951900422575,0.8959190393744489,0.10367615066780855
Allen VBN,563497,SW-U30,SVD,0.9989211159002742,0.9301204164316736,0.06880069946860057
Allen VBN,567286,SW-U30,SVD,0.9988002425740363,0.9689278631306796,0.029872379443356745
Allen VBN,570301,SW-U30,SVD,0.995246072217647,0.8721355331762142,0.12311053904143288
Allen VBN,506940,T5,SVD,0.99689824647233,0.6476655324808935,0.3492327139914365
Allen VBN,510589,T5,SVD,0.9992540553036824,0.948152748529583,0.05110130677409941
Allen VBN,521466,T5,SVD,0.9992552883422183,0.9113496155819414,0.08790567276027694
Allen VBN,524760,T5,SVD,0.999378056959644,0.9176482491293505,0.08172980783029349
Allen VBN,524761,T5,SVD,0.9932315873323012,0.8537293738697711,0.1395022134625301
Allen VBN,527749,T5,SVD,0.999256276289921,0.8921689410564608,0.10708733523346015
Allen VBN,531237,T5,SVD,0.9975956306786893,0.7621348855705398,0.23546074510814952
Allen VBN,544837,T5,SVD,0.9996729806071782,0.9428725068789165,0.05680047372826169
Allen VBN,546507,T5,SVD,0.9984998491750199,0.8719537033715321,0.12654614580348778
Allen VBN,563497,T5,SVD,0.9981425959613814,0.9144866944674145,0.08365590149396696
Allen VBN,567286,T5,SVD,0.9988002425740363,0.9554475185438536,0.043352724030182754
Allen VBN,570301,T5,SVD,0.9944137269418214,0.8379363713811987,0.1564773555606227
Allen VBN,506940,B5,SVD,0.9988801379358148,0.5639044035218364,0.4349757344139784
Allen VBN,510589,B5,SVD,0.9975833746090441,0.8931210228881743,0.10446235172086982
Allen VBN,521466,B5,SVD,0.9970128187361282,0.8801454350871876,0.11686738364894067
Allen VBN,524760,B5,SVD,0.9994192799070849,0.9003378283441534,0.09908145156293147
Allen VBN,524761,B5,SVD,0.9912836884396283,0.7900773979475435,0.20120629049208483
Allen VBN,527749,B5,SVD,0.9987375285658547,0.9203293544789464,0.07840817408690837
Allen VBN,531237,B5,SVD,0.9980082025049268,0.6746950401792302,0.3233131623256966
Allen VBN,544837,B5,SVD,0.9994465648360867,0.9507139811412877,0.04873258369479905
Allen VBN,546507,B5,SVD,0.9994198694706308,0.887675724828833,0.11174414464179783
Allen VBN,563497,B5,SVD,0.9944543159925402,0.9230630209426773,0.07139129504986286
Allen VBN,567286,B5,SVD,0.9914331245177144,0.9648176728397211,0.026615451677993285
Allen VBN,570301,B5,SVD,0.9784703397979004,0.8577206899917384,0.12074964980616198
Allen VBN,506940,J30-5,SVD,0.9991670690442666,0.6755851030729424,0.32358196597132416
Allen VBN,510589,J30-5,SVD,0.998898237271213,0.9236223430322084,0.0752758942390046
Allen VBN,521466,J30-5,SVD,0.9987631845450068,0.8807539496009953,0.1180092349440115
Allen VBN,524760,J30-5,SVD,0.9986489211692924,0.9156571316469755,0.0829917895223169
Allen VBN,524761,J30-5,SVD,0.9926806075035758,0.8216805685788374,0.17100003892473836
Allen VBN,527749,J30-5,SVD,0.9981510096984479,0.8856644488902861,0.11248656080816188
Allen VBN,531237,J30-5,SVD,0.9979740277071485,0.7556960311739741,0.2422779965331744
Allen VBN,544837,J30-5,SVD,0.9989257931471295,0.93595494793304,0.06297084521408947
Allen VBN,546507,J30-5,SVD,0.9982916887277842,0.861374906012886,0.13691678271489816
Allen VBN,563497,J30-5,SVD,0.9980374609906668,0.9003358598807979,0.09770160110986892
Allen VBN,567286,J30-5,SVD,0.998352571257627,0.9400659460794654,0.05828662517816163
Allen VBN,570301,J30-5,SVD,0.9906297436546767,0.8147592060929569,0.17587053756171978
Allen VBN,506940,Five-Missing Mean,SVD,0.9987201723336845,0.6519100156633786,0.3468101566703059
Allen VBN,510589,Five-Missing Mean,SVD,0.9988058072272606,0.9273049822718356,0.07150082495542509
Allen VBN,521466,Five-Missing Mean,SVD,0.998770617676659,0.9001429918663099,0.09862762581034912
Allen VBN,524760,Five-Missing Mean,SVD,0.9990423425103467,0.9189680208834324,0.0800743216269143
Allen VBN,524761,Five-Missing Mean,SVD,0.993184358321189,0.8367051194927854,0.15647923882840364
Allen VBN,527749,Five-Missing Mean,SVD,0.9989875226568232,0.9235859366547599,0.07540158600206337
Allen VBN,531237,Five-Missing Mean,SVD,0.9979446863870935,0.738897049163367,0.2590476372237266
Allen VBN,544837,Five-Missing Mean,SVD,0.9994702591582177,0.9474961967487254,0.051974062409492316
Allen VBN,546507,Five-Missing Mean,SVD,0.9990284020265099,0.881954215528687,0.11707418649782286
Allen VBN,563497,Five-Missing Mean,SVD,0.997728693708078,0.9188288429185105,0.07889985078956752
Allen VBN,567286,Five-Missing Mean,SVD,0.9971867157993636,0.9589838704221847,0.038202845377178885
Allen VBN,570301,Five-Missing Mean,SVD,0.9908780411676981,0.8491036224026031,0.141774418765095
Allen VBN,506940,Five-Missing Worst,SVD,0.99689824647233,0.5639044035218364,0.4329938429504937
Allen VBN,510589,Five-Missing Worst,SVD,0.9975833746090441,0.8931210228881743,0.10446235172086982
Allen VBN,521466,Five-Missing Worst,SVD,0.9970128187361282,0.8790372384098508,0.11797558032627742
Allen VBN,524760,Five-Missing Worst,SVD,0.9986489211692924,0.9003378283441534,0.09831109282513895
Allen VBN,524761,Five-Missing Worst,SVD,0.9912836884396283,0.7695454589787973,0.221738229460831
Allen VBN,527749,Five-Missing Worst,SVD,0.9981510096984479,0.8856644488902861,0.11248656080816188
Allen VBN,531237,Five-Missing Worst,SVD,0.9975956306786893,0.6746950401792302,0.3229005904994591
Allen VBN,544837,Five-Missing Worst,SVD,0.9989257931471295,0.93595494793304,0.06297084521408947
Allen VBN,546507,Five-Missing Worst,SVD,0.9982916887277842,0.861374906012886,0.13691678271489816
Allen VBN,563497,Five-Missing Worst,SVD,0.9944543159925402,0.9003358598807979,0.0941184561117423
Allen VBN,567286,Five-Missing Worst,SVD,0.9914331245177144,0.9400659460794654,0.051367178438249006
Allen VBN,570301,Five-Missing Worst,SVD,0.9784703397979004,0.8147592060929569,0.1637111337049435
Allen VBN,506940,CLEAN,CEBRA,0.9993131868131868,0.9710293007895527,0.028283886023634075
Allen VBN,510589,CLEAN,CEBRA,0.999370673379484,0.998673677539417,0.000696995840066994
Allen VBN,521466,CLEAN,CEBRA,1.0,0.9967980421255473,0.0032019578744526545
Allen VBN,524760,CLEAN,CEBRA,1.0,0.9976350329619997,0.002364967038000265
Allen VBN,524761,CLEAN,CEBRA,0.9940547691411913,0.9895662598106896,0.004488509330501711
Allen VBN,527749,CLEAN,CEBRA,0.99937343358396,0.9963936219654723,0.0029798116184877044
Allen VBN,531237,CLEAN,CEBRA,0.9986983336298404,0.9923581576763263,0.0063401759535141045
Allen VBN,544837,CLEAN,CEBRA,1.0,1.0,0.0
Allen VBN,546507,CLEAN,CEBRA,0.9992748368382884,0.9978739414042768,0.001400895434011673
Allen VBN,563497,CLEAN,CEBRA,0.9994206163997745,0.9988515481679521,0.000569068231822456
Allen VBN,567286,CLEAN,CEBRA,0.998834839707908,0.999204265553493,-0.0003694258455849697
Allen VBN,570301,CLEAN,CEBRA,0.9973451178808322,0.9946448432983935,0.002700274582438711
Allen VBN,506940,U30,CEBRA,0.999327704108006,0.8963532057881481,0.10297449831985783
Allen VBN,510589,U30,CEBRA,0.9991466844761818,0.9939765935191153,0.005170090957066553
Allen VBN,521466,U30,CEBRA,0.9994108983799705,0.9862298430880889,0.013181055291881627
Allen VBN,524760,U30,CEBRA,0.9988827272578561,0.9918405923467715,0.00704213491108463
Allen VBN,524761,U30,CEBRA,0.9943629541652201,0.9782043654092354,0.01615858875598475
Allen VBN,527749,U30,CEBRA,0.9993963993649462,0.9699160976051242,0.02948030175982197
Allen VBN,531237,U30,CEBRA,0.9980727855223515,0.9615912601558521,0.0364815253664994
Allen VBN,544837,U30,CEBRA,0.9998843262001156,0.9984309929126509,0.0014533332874646643
Allen VBN,546507,U30,CEBRA,0.9993354127168572,0.9897101833731604,0.009625229343696806
Allen VBN,563497,U30,CEBRA,0.9990879796955279,0.9963605628535079,0.0027274168420199363
Allen VBN,567286,U30,CEBRA,0.9985473980734042,0.9963853445326387,0.002162053540765485
Allen VBN,570301,U30,CEBRA,0.995630323226445,0.9886084269456543,0.00702189628079064
Allen VBN,506940,SW-U30,CEBRA,0.999327704108006,0.8963532057881481,0.10297449831985783
Allen VBN,510589,SW-U30,CEBRA,0.9991466844761818,0.9939765935191153,0.005170090957066553
Allen VBN,521466,SW-U30,CEBRA,0.9994108983799705,0.9862298430880889,0.013181055291881627
Allen VBN,524760,SW-U30,CEBRA,0.9988827272578561,0.9918405923467715,0.00704213491108463
Allen VBN,524761,SW-U30,CEBRA,0.9943629541652201,0.9782043654092354,0.01615858875598475
Allen VBN,527749,SW-U30,CEBRA,0.9993963993649462,0.9699160976051242,0.02948030175982197
Allen VBN,531237,SW-U30,CEBRA,0.9980727855223515,0.9615912601558521,0.0364815253664994
Allen VBN,544837,SW-U30,CEBRA,0.9994216310005785,0.9983659812199676,0.001055649780610901
Allen VBN,546507,SW-U30,CEBRA,0.9995951900422575,0.990573682427495,0.009021507614762503
Allen VBN,563497,SW-U30,CEBRA,0.9989211159002742,0.9959715430168017,0.0029495728834725288
Allen VBN,567286,SW-U30,CEBRA,0.9988002425740363,0.9954554219789195,0.003344820595116871
Allen VBN,570301,SW-U30,CEBRA,0.995246072217647,0.9887887090263282,0.006457363191318843
Allen VBN,506940,T5,CEBRA,0.99689824647233,0.8817635486101697,0.11513469786216035
Allen VBN,510589,T5,CEBRA,0.9992540553036824,0.9978431120872437,0.0014109432164386426
Allen VBN,521466,T5,CEBRA,0.9992552883422183,0.9861849721217334,0.013070316220484934
Allen VBN,524760,T5,CEBRA,0.999378056959644,0.9891672937709078,0.01021076318873615
Allen VBN,524761,T5,CEBRA,0.9932315873323012,0.9800129978293619,0.013218589502939304
Allen VBN,527749,T5,CEBRA,0.999256276289921,0.9285126441296704,0.07074363216025059
Allen VBN,531237,T5,CEBRA,0.9975956306786893,0.9797011031530918,0.017894527525597503
Allen VBN,544837,T5,CEBRA,0.9996729806071782,0.9924401792156067,0.007232801391571564
Allen VBN,546507,T5,CEBRA,0.9984998491750199,0.9849365883048857,0.013563260870134153
Allen VBN,563497,T5,CEBRA,0.9981425959613814,0.9932650882899096,0.004877507671471881
Allen VBN,567286,T5,CEBRA,0.9988002425740363,0.9925079617272022,0.006292280846834086
Allen VBN,570301,T5,CEBRA,0.9944137269418214,0.9791060536418573,0.015307673299964075
Allen VBN,506940,B5,CEBRA,0.9988801379358148,0.8407482703581687,0.15813186757764608
Allen VBN,510589,B5,CEBRA,0.9975833746090441,0.9900470949946681,0.007536279614375974
Allen VBN,521466,B5,CEBRA,0.9970128187361282,0.9807877286239094,0.016225090112218843
Allen VBN,524760,B5,CEBRA,0.9994192799070849,0.989045617679821,0.01037366222726388
Allen VBN,524761,B5,CEBRA,0.9912836884396283,0.9698038233958295,0.02147986504379884
Allen VBN,527749,B5,CEBRA,0.9987375285658547,0.950716685083264,0.048020843482590725
Allen VBN,531237,B5,CEBRA,0.9980082025049268,0.950947933550187,0.0470602689547398
Allen VBN,544837,B5,CEBRA,0.9994465648360867,0.9976068209569575,0.0018397438791292187
Allen VBN,546507,B5,CEBRA,0.9994198694706308,0.9919149724019114,0.007504897068719374
Allen VBN,563497,B5,CEBRA,0.9944543159925402,0.9960061614800806,-0.001551845487540393
Allen VBN,567286,B5,CEBRA,0.9914331245177144,0.9961554852967348,-0.00472236077902044
Allen VBN,570301,B5,CEBRA,0.9784703397979004,0.9875891797452081,-0.009118839947307666
Allen VBN,506940,J30-5,CEBRA,0.9991670690442666,0.7931131333665955,0.20605393567767105
Allen VBN,510589,J30-5,CEBRA,0.998898237271213,0.9792617784036224,0.019636458867590578
Allen VBN,521466,J30-5,CEBRA,0.9987631845450068,0.9228539326243679,0.07590925192063891
Allen VBN,524760,J30-5,CEBRA,0.9986489211692924,0.9519816058583975,0.04666731531089485
Allen VBN,524761,J30-5,CEBRA,0.9926806075035758,0.9174847160674533,0.07519589143612249
Allen VBN,527749,J30-5,CEBRA,0.9981510096984479,0.7881134631794293,0.21003754651901863
Allen VBN,531237,J30-5,CEBRA,0.9979740277071485,0.9303616172982162,0.06761241040893229
Allen VBN,544837,J30-5,CEBRA,0.9989257931471295,0.9602289587731457,0.038696834373983746
Allen VBN,546507,J30-5,CEBRA,0.9982916887277842,0.9300494794129536,0.0682422093148306
Allen VBN,563497,J30-5,CEBRA,0.9980374609906668,0.9672005973557526,0.030836863634914224
Allen VBN,567286,J30-5,CEBRA,0.998352571257627,0.943563228028054,0.05478934322957296
Allen VBN,570301,J30-5,CEBRA,0.9906297436546767,0.9329227258878976,0.05770701776677911
Allen VBN,506940,Five-Missing Mean,CEBRA,0.9987201723336845,0.861666272782246,0.13705389955143854
Allen VBN,510589,Five-Missing Mean,CEBRA,0.9988058072272606,0.991021034504753,0.00778477272250766
Allen VBN,521466,Five-Missing Mean,CEBRA,0.998770617676659,0.9724572639092376,0.026313353767421388
Allen VBN,524760,Five-Missing Mean,CEBRA,0.9990423425103467,0.9827751404005338,0.016267202109812917
Allen VBN,524761,Five-Missing Mean,CEBRA,0.993184358321189,0.964742053622223,0.028442304698966026
Allen VBN,527749,Five-Missing Mean,CEBRA,0.9989875226568232,0.9214349975205224,0.07755252513630084
Allen VBN,531237,Five-Missing Mean,CEBRA,0.9979446863870935,0.9568386348626398,0.04110605152445379
Allen VBN,544837,Five-Missing Mean,CEBRA,0.9994702591582177,0.9894145866156656,0.01005567254255213
Allen VBN,546507,Five-Missing Mean,CEBRA,0.9990284020265099,0.9774369811840812,0.02159142084242871
Allen VBN,563497,Five-Missing Mean,CEBRA,0.997728693708078,0.9897607905992105,0.007967903108867525
Allen VBN,567286,Five-Missing Mean,CEBRA,0.9971867157993636,0.9848134883127099,0.012373227486653704
Allen VBN,570301,Five-Missing Mean,CEBRA,0.9908780411676981,0.9754030190493891,0.015475022118308979
Allen VBN,506940,Five-Missing Worst,CEBRA,0.99689824647233,0.7867057076773991,0.21019253879493094
Allen VBN,510589,Five-Missing Worst,CEBRA,0.9975833746090441,0.9792617784036224,0.01832159620542173
Allen VBN,521466,Five-Missing Worst,CEBRA,0.9970128187361282,0.9228539326243679,0.07415888611176036
Allen VBN,524760,Five-Missing Worst,CEBRA,0.9986489211692924,0.9519816058583975,0.04666731531089485
Allen VBN,524761,Five-Missing Worst,CEBRA,0.9912836884396283,0.9150196583003275,0.07626403013930083
Allen VBN,527749,Five-Missing Worst,CEBRA,0.9981510096984479,0.7881134631794293,0.21003754651901863
Allen VBN,531237,Five-Missing Worst,CEBRA,0.9975956306786893,0.9297327491286328,0.06786288155005649
Allen VBN,544837,Five-Missing Worst,CEBRA,0.9989257931471295,0.9602289587731457,0.038696834373983746
Allen VBN,546507,Five-Missing Worst,CEBRA,0.9982916887277842,0.9300494794129536,0.0682422093148306
Allen VBN,563497,Five-Missing Worst,CEBRA,0.9944543159925402,0.9672005973557526,0.027253718636787605
Allen VBN,567286,Five-Missing Worst,CEBRA,0.9914331245177144,0.943563228028054,0.047869896489660335
Allen VBN,570301,Five-Missing Worst,CEBRA,0.9784703397979004,0.9329227258878976,0.04554761391000284
Allen VBN,506940,CLEAN,GRU-D,0.9993131868131868,0.0,0.9993131868131868
Allen VBN,510589,CLEAN,GRU-D,0.999370673379484,0.3424892291466952,0.6568814442327888
Allen VBN,521466,CLEAN,GRU-D,1.0,0.1534641910598151,0.8465358089401849
Allen VBN,524760,CLEAN,GRU-D,1.0,0.029346520146520116,0.9706534798534798
Allen VBN,524761,CLEAN,GRU-D,0.9940547691411913,0.0196361664689567,0.9744186026722346
Allen VBN,527749,CLEAN,GRU-D,0.99937343358396,0.040818823316090866,0.9585546102678691
Allen VBN,531237,CLEAN,GRU-D,0.9986983336298404,0.0,0.9986983336298404
Allen VBN,544837,CLEAN,GRU-D,1.0,0.769622199992857,0.23037780000714303
Allen VBN,546507,CLEAN,GRU-D,0.9992748368382884,0.626953253021202,0.37232158381708647
Allen VBN,563497,CLEAN,GRU-D,0.9994206163997745,0.8475129246648562,0.15190769173491836
Allen VBN,567286,CLEAN,GRU-D,0.998834839707908,0.9480329573530122,0.0508018823548958
Allen VBN,570301,CLEAN,GRU-D,0.9973451178808322,0.3435319549153571,0.6538131629654751
Allen VBN,506940,U30,GRU-D,0.999327704108006,-0.000449245496507424,0.9997769496045134
Allen VBN,510589,U30,GRU-D,0.9991466844761818,0.017900702652158058,0.9812459818240238
Allen VBN,521466,U30,GRU-D,0.9994108983799705,0.007678972282884884,0.9917319260970857
Allen VBN,524760,U30,GRU-D,0.9988827272578561,-6.126255497830822e-05,0.9989439898128344
Allen VBN,524761,U30,GRU-D,0.9943629541652201,0.00043546077562876795,0.9939274933895914
Allen VBN,527749,U30,GRU-D,0.9993963993649462,-0.0008571088629411319,1.0002535082278874
Allen VBN,531237,U30,GRU-D,0.9980727855223515,0.00109809855736246,0.996974686964989
Allen VBN,544837,U30,GRU-D,0.9998843262001156,0.06568674332611711,0.9341975828739985
Allen VBN,546507,U30,GRU-D,0.9993354127168572,0.028577017937574695,0.9707583947792825
Allen VBN,563497,U30,GRU-D,0.9990879796955279,0.06107182771297653,0.9380161519825514
Allen VBN,567286,U30,GRU-D,0.9985473980734042,0.06269632720043201,0.9358510708729721
Allen VBN,570301,U30,GRU-D,0.995630323226445,0.01712271639657722,0.9785076068298677
Allen VBN,506940,SW-U30,GRU-D,0.999327704108006,-0.000449245496507424,0.9997769496045134
Allen VBN,510589,SW-U30,GRU-D,0.9991466844761818,0.017900702652158058,0.9812459818240238
Allen VBN,521466,SW-U30,GRU-D,0.9994108983799705,0.007678972282884884,0.9917319260970857
Allen VBN,524760,SW-U30,GRU-D,0.9988827272578561,-6.126255497830822e-05,0.9989439898128344
Allen VBN,524761,SW-U30,GRU-D,0.9943629541652201,0.00043546077562876795,0.9939274933895914
Allen VBN,527749,SW-U30,GRU-D,0.9993963993649462,-0.0008571088629411319,1.0002535082278874
Allen VBN,531237,SW-U30,GRU-D,0.9980727855223515,0.00109809855736246,0.996974686964989
Allen VBN,544837,SW-U30,GRU-D,0.9994216310005785,0.03389762127941881,0.9655240097211597
Allen VBN,546507,SW-U30,GRU-D,0.9995951900422575,0.0036931918884460123,0.9959019981538115
Allen VBN,563497,SW-U30,GRU-D,0.9989211159002742,0.046863182298626446,0.9520579336016478
Allen VBN,567286,SW-U30,GRU-D,0.9988002425740363,0.023015119990288123,0.9757851225837482
Allen VBN,570301,SW-U30,GRU-D,0.995246072217647,0.03168891768257161,0.9635571545350754
Allen VBN,506940,T5,GRU-D,0.99689824647233,-0.002576131022847732,0.9994743774951778
Allen VBN,510589,T5,GRU-D,0.9992540553036824,0.08733321131717217,0.9119208439865102
Allen VBN,521466,T5,GRU-D,0.9992552883422183,0.04047461691951417,0.9587806714227042
Allen VBN,524760,T5,GRU-D,0.999378056959644,0.0024982578397212477,0.9968797991199227
Allen VBN,524761,T5,GRU-D,0.9932315873323012,0.01413326337292096,0.9790983239593802
Allen VBN,527749,T5,GRU-D,0.999256276289921,0.0021661631196767243,0.9970901131702442
Allen VBN,531237,T5,GRU-D,0.9975956306786893,9.736601827992398e-05,0.9974982646604094
Allen VBN,544837,T5,GRU-D,0.9996729806071782,0.15854592271681126,0.841127057890367
